year,ActorId,Name,MovieId,Title,genre,Country,gross
2013,419,Billy Crystal,833,Monsters University,Comedy,Other countries,88.25
2001,419,Billy Crystal,592,"Monsters, Inc.",Comedy,Europe,47
1989,419,Billy Crystal,227,When Harry Met Sally...,Romance,America,259
1980,973,Billy Dee Williams,464,Star Wars: Episode V - The Empire Strikes Back,#N/A,America,87
1983,973,Billy Dee Williams,565,Star Wars: Episode VI - Return of the Jedi,#N/A,America,93.5
#N/A,1541,Billy Gilbert,375,The Great Dictator,Comedy,#N/A,#N/A
1997,1060,Billy Zane,933,Titanic,Romance,America,42.25
#N/A,1215,Blake Lively,604,Green Lantern,#N/A,#N/A,#N/A
2004,498,Blythe Danner,8,Meet the Fockers,Romance,Asia,78.75
2000,498,Blythe Danner,188,Meet the Parents,Romance,America,110
1999,832,Bob Griffin,707,The Blair Witch Project,#N/A,America,165.5
1994,185,Bob Gunton,308,The Shawshank Redemption,Drama,America,77.25
1991,1176,Bob Hoskins,45,Hook,Comedy,America,111.75
#N/A,1176,Bob Hoskins,814,Who Framed Roger Rabbit,Comedy,#N/A,#N/A
#N/A,813,Bob Newhart,556,Elf,Comedy,#N/A,#N/A
2012,1603,Bokeem Woodbine,841,Total Recall 2,#N/A,Asia,31.5
1988,522,Bonnie Bedelia,455,Die Hard,#N/A,Other countries,163
1990,522,Bonnie Bedelia,290,Die Hard 2,#N/A,America,72.5
2006,61,Bonnie Hunt,641,Cars,Comedy,Asia,38
1995,61,Bonnie Hunt,729,Jumanji,Comedy,America,125
1999,61,Bonnie Hunt,727,The Green Mile,Drama,Asia,42.75
2007,359,Brad Garrett,217,Ratatouille,Comedy,America,95.25
2013,746,Brad Pitt,864,12 Years a Slave,Biography,Asia,50.75
2006,746,Brad Pitt,41,Babel,Drama,America,88.25
2008,746,Brad Pitt,858,Burn After Reading,Comedy,America,84.5
1999,746,Brad Pitt,776,Fight Club,Drama,America,15.25
2014,746,Brad Pitt,934,Fury,Drama,America,80.5
2009,746,Brad Pitt,645,Inglourious Basterds,Drama,America,46.25
1994,746,Brad Pitt,801,Interview with the Vampire: The Vampire Chronicles,Drama,America,144.5
#N/A,746,Brad Pitt,116,Meet Joe Black,Romance,#N/A,#N/A
2010,746,Brad Pitt,887,Megamind,Comedy,America,140
2011,746,Brad Pitt,948,Moneyball,Biography,Other countries,104.5
2005,746,Brad Pitt,131,Mr. & Mrs. Smith,Comedy,Asia,80.5
#N/A,746,Brad Pitt,68,Ocean's Eleven,#N/A,#N/A,#N/A
2007,746,Brad Pitt,976,Ocean's Thirteen,#N/A,Asia,49
#N/A,746,Brad Pitt,373,Ocean's Twelve,#N/A,#N/A,#N/A
1995,746,Brad Pitt,109,Se7en,Drama,America,34.25
1996,746,Brad Pitt,406,Sleepers,Drama,America,95.25
2000,746,Brad Pitt,704,Snatch,Comedy,America,74
2015,746,Brad Pitt,777,The Big Short,Comedy,America,38.25
#N/A,746,Brad Pitt,279,The Curious Case of Benjamin Button,Romance,#N/A,#N/A
2004,746,Brad Pitt,994,Troy,Drama,Other countries,136.5
1995,746,Brad Pitt,414,Twelve Monkeys,#N/A,America,46.25
2013,746,Brad Pitt,589,World War Z,#N/A,America,66.75
2013,519,Bradley Cooper,533,American Hustle,Drama,Other countries,133.25
#N/A,519,Bradley Cooper,571,American Sniper,Biography,#N/A,#N/A
2014,519,Bradley Cooper,234,Guardians of the Galaxy,Comedy,America,159.75
2011,519,Bradley Cooper,122,Limitless,Sci-Fi,Asia,22
2012,519,Bradley Cooper,274,Silver Linings Playbook,Romance,Other countries,74.75
2010,519,Bradley Cooper,195,The A-Team,Comedy,America,49.75
#N/A,519,Bradley Cooper,909,The Hangover,Comedy,#N/A,#N/A
2011,519,Bradley Cooper,978,The Hangover Part II,Comedy,America,150.25
2013,519,Bradley Cooper,111,The Hangover Part III,Comedy,America,107
2012,519,Bradley Cooper,421,The Place Beyond the Pines,Drama,America,124.75
2008,519,Bradley Cooper,708,Yes Man,Romance,Other countries,128.25
2006,1174,Brandon Routh,693,Superman Returns,#N/A,America,34.75
2010,1333,Brandon T. Jackson,696,Percy Jackson & the Olympians: The Lightning Thief,#N/A,Asia,19
2009,674,Bree Turner,695,The Ugly Truth,Romance,Other countries,133.75
2007,1824,Brenda Blethyn,870,Atonement,Romance,America,128.25
2005,1824,Brenda Blethyn,974,Pride & Prejudice,Romance,America,113
1999,804,Brendan Fraser,261,The Mummy,#N/A,Other countries,156.5
2001,804,Brendan Fraser,192,The Mummy Returns,#N/A,America,96.75
2016,179,Brendan Gleeson,804,Assassin's Creed,#N/A,Asia,45.75
2014,179,Brendan Gleeson,378,Edge of Tomorrow,#N/A,America,101
2007,179,Brendan Gleeson,65,Harry Potter and the Order of the Phoenix,#N/A,Other countries,82.25
2008,179,Brendan Gleeson,944,In Bruges,Comedy,America,192.5
1999,204,Brian Blessed,499,Tarzan,Animation,Other countries,147
2004,528,Brian Cox,359,The Bourne Supremacy,#N/A,America,119.25
2002,528,Brian Cox,233,The Ring,#N/A,America,127
#N/A,1125,Brian Dennehy,999,First Blood,#N/A,#N/A,#N/A
2008,1302,Brian Geraghty,204,The Hurt Locker,Drama,Other countries,119.5
2006,599,Brian Howe,670,The Pursuit of Happyness,Biography,America,98.5
1994,730,Brian O'Halloran,794,Clerks,Comedy,America,164.5
1997,256,Bridget Fonda,631,Jackie Brown,Drama,America,48.5
2011,648,Bridget Moynahan,294,Battle Los Angeles,#N/A,America,114.25
#N/A,648,Bridget Moynahan,525,"I, Robot",Drama,#N/A,#N/A
2005,648,Bridget Moynahan,600,Lord of War,Drama,America,89.5
2012,773,Brie Larson,263,21 Jump Street,Comedy,America,16.5
#N/A,773,Brie Larson,147,Room,Drama,#N/A,#N/A
2015,75,Britt Robertson,563,Tomorrowland,#N/A,America,20.75
#N/A,217,Brittany Murphy,619,8 Mile,Music,#N/A,#N/A
2012,1805,Brittany Snow,305,Pitch Perfect,Romance,America,157
2012,557,Brooklyn Decker,988,Battleship,#N/A,Other countries,117
2011,557,Brooklyn Decker,161,Just Go with It,Romance,America,68
2010,1772,Bruce Boxleitner,844,Tron,#N/A,America,62.25
2009,1557,Bruce Campbell,915,Cloudy with a Chance of Meatballs,Animation,America,93.75
1981,1557,Bruce Campbell,996,The Evil Dead,#N/A,America,112.25
#N/A,1725,Bruce Greenwood,525,"I, Robot",Drama,#N/A,#N/A
2013,1061,Bruce Willis,705,A Good Day to Die Hard,#N/A,America,10.25
1998,1061,Bruce Willis,164,Armageddon,Sci-Fi,America,100.5
1988,1061,Bruce Willis,455,Die Hard,#N/A,Other countries,163
1990,1061,Bruce Willis,290,Die Hard 2,#N/A,America,72.5
1995,1061,Bruce Willis,522,Die Hard: With a Vengeance,#N/A,Asia,14.75
2007,1061,Bruce Willis,972,Live Free or Die Hard,#N/A,Asia,61.5
2012,1061,Bruce Willis,751,Looper,Drama,America,30.75
2012,1061,Bruce Willis,254,Moonrise Kingdom,Comedy,America,73.5
1994,1061,Bruce Willis,151,Pulp Fiction,Drama,America,78.25
2010,1061,Bruce Willis,282,RED,Comedy,America,73
2005,1061,Bruce Willis,31,Sin City,#N/A,America,21.75
2009,1061,Bruce Willis,723,Surrogates,#N/A,America,15.75
1997,1061,Bruce Willis,830,The Fifth Element,#N/A,America,102.25
1999,1061,Bruce Willis,920,The Sixth Sense,Drama,Other countries,107.25
1995,1061,Bruce Willis,414,Twelve Monkeys,#N/A,America,46.25
2000,1061,Bruce Willis,231,Unbreakable,Drama,America,28.75
2004,400,Bruno Ganz,426,Der Untergang,Biography,America,97.25
2008,400,Bruno Ganz,953,The Reader,Romance,Other countries,69
1997,1323,Bruno Kirby,49,Donnie Brasco,Biography,America,147
1989,1323,Bruno Kirby,227,When Harry Met Sally...,Romance,America,259
2012,223,Bryan Cranston,110,Argo,Biography,Other countries,78.25
2011,223,Bryan Cranston,346,Drive,Drama,Asia,30.5
2014,223,Bryan Cranston,480,Godzilla 2,#N/A,Other countries,167
2012,223,Bryan Cranston,841,Total Recall 2,#N/A,Asia,31.5
2011,229,Bryce Dallas Howard,117,50/50,Romance,America,19.25
2015,229,Bryce Dallas Howard,632,Jurassic World,#N/A,Other countries,89.75
2011,229,Bryce Dallas Howard,229,The Help,Drama,America,84.5
2004,229,Bryce Dallas Howard,146,The Village,Drama,America,74
1999,1599,Bud Cort,17,Dogma,Comedy,America,30.75
1997,808,Burt Reynolds,647,Boogie Nights,Drama,America,19.75
#N/A,1795,Burt Young,717,Rocky,Sport,#N/A,#N/A
2006,1795,Burt Young,664,Rocky Balboa,Sport,Asia,32.75
1979,1795,Burt Young,585,Rocky II,Sport,America,103.5
1985,1795,Burt Young,465,Rocky IV,Sport,Asia,91.75
1993,216,Buzz Kilman,560,Philadelphia,Drama,America,74.75
2013,690,Byung-Hun Lee,828,G.I. Joe: Retaliation,#N/A,America,159.5
1980,1129,Cab Calloway,453,The Blues Brothers,Comedy,America,152.25
2005,1378,Cameron Bright,812,Thank You for Smoking,Comedy,Other countries,169
2011,404,Cameron Diaz,867,Bad Teacher,Romance,Asia,32.5
1999,404,Cameron Diaz,93,Being John Malkovich,Comedy,Asia,70
2000,404,Cameron Diaz,713,Charlie's Angels,Comedy,Other countries,113.25
2002,404,Cameron Diaz,605,Gangs of New York,Drama,America,94.5
2010,404,Cameron Diaz,441,Knight and Day,Comedy,Other countries,141
2001,404,Cameron Diaz,679,Shrek,Comedy,America,122.25
2004,404,Cameron Diaz,72,Shrek 2,Comedy,Other countries,172.5
2010,404,Cameron Diaz,336,Shrek Forever After,Comedy,America,142.75
2007,404,Cameron Diaz,640,Shrek the Third,Comedy,America,60.25
2006,404,Cameron Diaz,661,The Holiday,Romance,America,50.75
1994,404,Cameron Diaz,494,The Mask,Comedy,Other countries,161.5
1998,404,Cameron Diaz,379,There's Something About Mary,Romance,America,112.75
2001,404,Cameron Diaz,396,Vanilla Sky,Romance,Other countries,106.75
2000,504,Candice Bergen,301,Miss Congeniality,Comedy,Asia,16.25
2011,1334,Carey Mulligan,346,Drive,Drama,Asia,30.5
#N/A,1334,Carey Mulligan,759,Shame,Drama,#N/A,#N/A
2013,1334,Carey Mulligan,781,The Great Gatsby,Romance,Other countries,136.75
2008,1266,Carice van Houten,951,Valkyrie,Drama,America,73.75
1987,1549,Carl Weathers,176,Predator,#N/A,Asia,14.75
#N/A,1549,Carl Weathers,717,Rocky,Sport,#N/A,#N/A
1979,1549,Carl Weathers,585,Rocky II,Sport,America,103.5
1985,1549,Carl Weathers,465,Rocky IV,Sport,Asia,91.75
2006,1420,Carla Gugino,2,Night at the Museum,Comedy,America,161.75
2015,1420,Carla Gugino,313,San Andreas,Drama,Asia,54.25
2009,1420,Carla Gugino,987,Watchmen,Drama,America,27.5
2009,77,Carla Quevedo,513,El secreto de sus ojos,Romance,America,26
2006,1211,Carlos Sanz,797,Crank,#N/A,Europe,38.75
2000,95,Carmen Electra,699,Scary Movie,Comedy,America,162.25
1977,218,Carol Kane,899,Annie Hall,Romance,America,112.25
1993,618,Caroline Goodall,312,Schindler's List,Biography,America,138.5
#N/A,170,Carrie Fisher,836,Star Wars,#N/A,#N/A,#N/A
1980,170,Carrie Fisher,464,Star Wars: Episode V - The Empire Strikes Back,#N/A,America,87
1983,170,Carrie Fisher,565,Star Wars: Episode VI - Return of the Jedi,#N/A,America,93.5
1989,170,Carrie Fisher,227,When Harry Met Sally...,Romance,America,259
1986,786,Carrie Henn,371,Aliens,#N/A,America,83.5
2000,1121,Carrie-Anne Moss,746,Chocolat,Romance,Asia,8.25
2007,1121,Carrie-Anne Moss,491,Disturbia,Drama,Asia,22.5
2000,1121,Carrie-Anne Moss,479,Memento,#N/A,Other countries,111.75
1999,1121,Carrie-Anne Moss,547,The Matrix,#N/A,America,30.75
2003,1121,Carrie-Anne Moss,337,The Matrix Reloaded,#N/A,Asia,13
#N/A,1121,Carrie-Anne Moss,971,The Matrix Revolutions,#N/A,#N/A,#N/A
2011,1072,Cary Elwes,569,No Strings Attached,Romance,America,41.75
2004,1072,Cary Elwes,466,Saw,#N/A,Other countries,121.25
1987,1072,Cary Elwes,314,The Princess Bride,#N/A,America,148.5
1996,1072,Cary Elwes,339,Twister,Drama,Other countries,136
1959,551,Cary Grant,245,North by Northwest,#N/A,America,63.75
#N/A,1405,Cary-Hiroyuki Tagawa,617,Hachi: A Dog's Tale,Drama,#N/A,#N/A
2007,546,Casey Affleck,165,Gone Baby Gone,Drama,America,189.75
2016,546,Casey Affleck,743,Manchester by the Sea,Drama,Other countries,126.5
1997,409,Casper Van Dien,630,Starship Troopers,#N/A,Other countries,87.5
2006,189,Cate Blanchett,41,Babel,Drama,America,88.25
2013,189,Cate Blanchett,145,Blue Jasmine,Drama,America,32
2011,189,Cate Blanchett,293,Hanna,Drama,Europe,7.75
2014,189,Cate Blanchett,252,How to Train Your Dragon 2,Animation,America,86.25
2008,189,Cate Blanchett,105,Indiana Jones and the Kingdom of the Crystal Skull,#N/A,America,37
2010,189,Cate Blanchett,593,Robin Hood,Drama,America,56.25
2004,189,Cate Blanchett,644,The Aviator,Biography,America,39.25
#N/A,189,Cate Blanchett,279,The Curious Case of Benjamin Button,Romance,#N/A,#N/A
2014,189,Cate Blanchett,625,The Hobbit: The Battle of the Five Armies,#N/A,America,40
2004,189,Cate Blanchett,133,The Life Aquatic with Steve Zissou,Comedy,America,82.25
1999,189,Cate Blanchett,125,The Talented Mr. Ripley,Drama,America,65.75
1999,582,Catherine Keener,93,Being John Malkovich,Comedy,Asia,70
2013,582,Catherine Keener,800,Captain Phillips,Biography,Other countries,119.75
#N/A,582,Catherine Keener,567,Into the Wild,Biography,#N/A,#N/A
2005,582,Catherine Keener,235,The 40 Year Old Virgin,Romance,Other countries,117.75
2013,582,Catherine Keener,244,The Croods,Animation,America,85
1992,761,Catherine O'Hara,919,Home Alone 2: Lost in New York,Comedy,America,94.5
1993,761,Catherine O'Hara,189,The Nightmare Before Christmas,Animation,America,96.25
2002,1812,Catherine Zeta-Jones,689,Chicago,Comedy,America,124.5
#N/A,1812,Catherine Zeta-Jones,373,Ocean's Twelve,#N/A,#N/A,#N/A
2013,1812,Catherine Zeta-Jones,851,Side Effects,Drama,Other countries,125.25
2004,1812,Catherine Zeta-Jones,267,The Terminal,Romance,America,27
2000,1812,Catherine Zeta-Jones,904,Traffic,Drama,America,224.5
1980,1381,Cathy Moriarty,853,Raging Bull,Biography,America,60.75
2009,1735,CCH Pounder,855,Orphan,#N/A,Other countries,207.5
2009,1767,Chandler Canterbury,549,Knowing,Drama,America,102.25
2012,1224,Channing Tatum,263,21 Jump Street,Comedy,America,16.5
2014,1224,Channing Tatum,574,22 Jump Street,Comedy,Other countries,108.75
2013,1224,Channing Tatum,828,G.I. Joe: Retaliation,#N/A,America,159.5
2009,1224,Channing Tatum,711,G.I. Joe: The Rise of Cobra,#N/A,America,173.5
2015,1224,Channing Tatum,46,Jupiter Ascending,Sci-Fi,America,101.75
2013,1224,Channing Tatum,851,Side Effects,Drama,Other countries,125.25
2012,1224,Channing Tatum,285,The Vow,Romance,America,130.75
2013,1224,Channing Tatum,901,White House Down,Drama,America,153.25
1968,1230,Charles Bronson,561,C'era una volta il West,#N/A,America,24
1963,1230,Charles Bronson,947,The Great Escape,Drama,America,37.5
1936,881,Charles Chaplin,89,Modern Times,Comedy,Other countries,82.5
#N/A,881,Charles Chaplin,375,The Great Dictator,Comedy,#N/A,#N/A
#N/A,918,Charles Dance,956,Alien³,#N/A,#N/A,#N/A
2016,918,Charles Dance,785,Me Before You,Romance,Asia,89
1973,1620,Charles Durning,427,The Sting,Comedy,America,14.5
#N/A,82,Charles Fleischer,814,Who Framed Roger Rabbit,Comedy,#N/A,#N/A
1987,129,Charles Martin Smith,366,The Untouchables,Drama,America,105.5
#N/A,1651,Charles S. Dutton,956,Alien³,#N/A,#N/A,#N/A
2007,1515,Charlie Cox,90,Stardust,#N/A,America,124.75
2011,1165,Charlie Day,553,Horrible Bosses,Comedy,Africa,8.75
2013,1165,Charlie Day,868,Pacific Rim,#N/A,America,49.75
2013,476,Charlie Hunnam,868,Pacific Rim,#N/A,America,49.75
#N/A,106,Charlie Sheen,878,Platoon,Drama,#N/A,#N/A
2007,1600,Charlie Tahan,557,I Am Legend,Drama,America,140.25
2014,689,Charlize Theron,637,A Million Ways to Die in the West,Comedy,America,39.25
2008,689,Charlize Theron,179,Hancock,Drama,Other countries,55.75
#N/A,689,Charlize Theron,385,Mad Max: Fury Road,#N/A,#N/A,#N/A
#N/A,689,Charlize Theron,250,Prometheus,#N/A,#N/A,#N/A
2012,689,Charlize Theron,802,Snow White and the Huntsman,Drama,America,46.5
1997,689,Charlize Theron,344,The Devil's Advocate,Drama,America,76.75
2003,689,Charlize Theron,174,The Italian Job,#N/A,America,98.5
2009,689,Charlize Theron,946,The Road,Drama,Asia,14.25
2016,1337,Charlotte Le Bon,607,The Promise,Drama,Other countries,77
#N/A,158,Charlton Heston,456,Ben-Hur,Drama,#N/A,#N/A
1995,1628,Chazz Palminteri,356,The Usual Suspects,#N/A,America,177.75
1995,1597,Cheech Marin,395,Desperado,#N/A,America,58.75
2000,661,Chen Chang,536,Wo hu cang long,#N/A,America,130.25
2006,1656,Chester,653,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,America,167
1936,435,Chester Conklin,89,Modern Times,Comedy,Other countries,82.5
2004,1016,Chi McBride,267,The Terminal,Romance,America,27
#N/A,322,Chieko Baishô,213,Hauru no ugoku shiro,Animation,#N/A,#N/A
1988,1240,Chika Sakamoto,787,Tonari no Totoro,Animation,Asia,32
2013,862,Chiwetel Ejiofor,864,12 Years a Slave,Biography,Asia,50.75
2009,862,Chiwetel Ejiofor,278,2012,#N/A,Other countries,92.25
2007,862,Chiwetel Ejiofor,160,American Gangster,Biography,America,114.25
2006,862,Chiwetel Ejiofor,954,Children of Men,Drama,America,150.75
2016,862,Chiwetel Ejiofor,19,Doctor Strange,#N/A,America,186.25
2010,862,Chiwetel Ejiofor,771,Salt,#N/A,Other countries,145.75
2005,862,Chiwetel Ejiofor,197,Serenity,#N/A,America,170.75
#N/A,15,Chloë Grace Moretz,894,(500) Days of Summer,Romance,#N/A,#N/A
2011,15,Chloë Grace Moretz,538,Hugo,Drama,America,43.5
2010,15,Chloë Grace Moretz,162,Kick-Ass,Comedy,America,128.5
#N/A,15,Chloë Grace Moretz,323,Kick-Ass 2,Comedy,#N/A,#N/A
2014,15,Chloë Grace Moretz,558,The Equalizer,#N/A,Other countries,139.75
2002,148,Chris Cooper,28,Adaptation.,Comedy,America,45.5
2002,148,Chris Cooper,710,The Bourne Identity,#N/A,America,51.5
1993,59,Chris Elliott,178,Groundhog Day,Romance,America,196.75
2007,1004,Chris Evans,115,4: Rise of the Silver Surfer,#N/A,America,168.25
2015,1004,Chris Evans,270,Avengers: Age of Ultron,#N/A,Asia,35.25
2016,1004,Chris Evans,810,Captain America: Civil War,#N/A,America,116
#N/A,1004,Chris Evans,866,Captain America: The First Avenger,#N/A,#N/A,#N/A
2014,1004,Chris Evans,566,Captain America: The Winter Soldier,#N/A,Other countries,27
2005,1004,Chris Evans,818,Fantastic Four,#N/A,Other countries,147.5
2013,1004,Chris Evans,742,Snowpiercer,Drama,Asia,20.75
2007,1004,Chris Evans,540,Sunshine,#N/A,Other countries,124.5
2012,1004,Chris Evans,906,The Avengers,#N/A,Other countries,114.5
2015,1005,Chris Hemsworth,270,Avengers: Age of Ultron,#N/A,Asia,35.25
2013,1005,Chris Hemsworth,114,Rush,Biography,Other countries,21.5
2012,1005,Chris Hemsworth,802,Snow White and the Huntsman,Drama,America,46.5
2011,1005,Chris Hemsworth,550,The Cabin in the Woods,Comedy,America,134.75
2011,1005,Chris Hemsworth,462,Thor,#N/A,America,59.75
2013,1005,Chris Hemsworth,70,Thor: The Dark World,#N/A,Other countries,181
1999,1134,Chris Klein,136,American Pie,Comedy,America,169.25
2012,1134,Chris Klein,215,American Reunion,Comedy,America,181.75
1997,1726,Chris O'Donnell,749,Batman & Robin,#N/A,Asia,89.75
1992,1726,Chris O'Donnell,666,Scent of a Woman,Drama,America,79.5
1992,192,Chris Penn,124,Reservoir Dogs,Drama,America,15.75
2016,369,Chris Pine,602,Hell or High Water,Drama,America,110.5
2009,369,Chris Pine,744,Star Trek,#N/A,Other countries,42
2016,369,Chris Pine,654,Star Trek Beyond,#N/A,Other countries,159.5
2013,369,Chris Pine,667,Star Trek Into Darkness,#N/A,America,141.75
2012,369,Chris Pine,56,This Means War,Romance,Asia,22.25
#N/A,369,Chris Pine,410,Unstoppable,#N/A,#N/A,#N/A
2014,1280,Chris Pratt,234,Guardians of the Galaxy,Comedy,America,159.75
2015,1280,Chris Pratt,632,Jurassic World,#N/A,Other countries,89.75
2016,1280,Chris Pratt,262,Passengers,Romance,America,107.5
2014,1280,Chris Pratt,481,The Lego Movie,Animation,America,69
2016,1280,Chris Pratt,726,The Magnificent Seven,#N/A,America,60.75
2012,1280,Chris Pratt,542,Zero Dark Thirty,Drama,Other countries,157.5
2010,1065,Chris Rock,360,Grown Ups,Comedy,Other countries,114.75
2005,1065,Chris Rock,835,Madagascar,Comedy,America,41.5
2008,1065,Chris Rock,856,Madagascar: Escape 2 Africa,Comedy,Asia,44.5
1993,753,Chris Sarandon,189,The Nightmare Before Christmas,Animation,America,96.25
1987,753,Chris Sarandon,314,The Princess Bride,#N/A,America,148.5
1998,1513,Chris Tucker,757,Rush Hour,Comedy,Africa,7
2001,1513,Chris Tucker,253,Rush Hour 2,Comedy,America,5
2007,1745,Christian Bale,950,3:10 to Yuma,Drama,Asia,16.75
2013,1745,Christian Bale,533,American Hustle,Drama,Other countries,133.25
2000,1745,Christian Bale,508,American Psycho,Drama,America,81.25
2005,1745,Christian Bale,586,Batman Begins,#N/A,Asia,45.25
2002,1745,Christian Bale,389,Equilibrium,Drama,Other countries,49.5
2009,1745,Christian Bale,450,Public Enemies,Biography,America,38.25
2009,1745,Christian Bale,196,Terminator Salvation,#N/A,America,66.75
2015,1745,Christian Bale,777,The Big Short,Comedy,America,38.25
2008,1745,Christian Bale,498,The Dark Knight,Drama,America,24.25
2012,1745,Christian Bale,779,The Dark Knight Rises,#N/A,America,55.25
2010,1745,Christian Bale,484,The Fighter,Biography,America,88.5
2004,1745,Christian Bale,926,The Machinist,Drama,Other countries,107
